GEONAME;VARIABLE;VALUE
Lenzburg;depc_med;0.0
Lenzburg;depc_spo;2136.0
Lenzburg;depc_egl;0.0
Lenzburg;depic_t;364.0
Lenzburg;depic_pat_cul;0.0
Lenzburg;depic_cula;0.0
Lenzburg;depic_med;0.0
Lenzburg;depic_spo;364.0
Lenzburg;depic_egl;0.0
Liestal;depc_t;3502.0
Liestal;depc_pat_cul;480.0
Liestal;depc_cula;620.0
Liestal;depc_med;69.0
Liestal;depc_spo;2334.0
Liestal;depc_egl;0.0
Liestal;depic_t;314.0
Liestal;depic_pat_cul;307.0
Liestal;depic_cula;0.0
Liestal;depic_med;0.0
Liestal;depic_spo;7.0
Liestal;depic_egl;0.0
Männedorf;depc_t;3219.0
Männedorf;depc_pat_cul;103.0
Männedorf;depc_cula;558.0
Männedorf;depc_med;0.0
Männedorf;depc_spo;2558.0
Männedorf;depc_egl;0.0
Männedorf;depic_t;142.0
Männedorf;depic_pat_cul;0.0
Männedorf;depic_cula;0.0
Männedorf;depic_med;0.0
Männedorf;depic_spo;142.0
Männedorf;depic_egl;0.0
Meilen;depc_t;4858.0
Meilen;depc_pat_cul;93.0
Meilen;depc_cula;795.0
Meilen;depc_med;0.0
Meilen;depc_spo;3971.0
Meilen;depc_egl;0.0
Meilen;depic_t;209.0
Meilen;depic_pat_cul;0.0
Meilen;depic_cula;0.0
Meilen;depic_med;0.0
Meilen;depic_spo;209.0
Meilen;depic_egl;0.0
Mendrisio;depc_t;12478.0
Mendrisio;depc_pat_cul;1481.0
Mendrisio;depc_cula;6545.0
Mendrisio;depc_med;0.0
Mendrisio;depc_spo;4272.0
Mendrisio;depc_egl;181.0
Mendrisio;depic_t;6116.0
Mendrisio;depic_pat_cul;167.0
Mendrisio;depic_cula;5577.0
Mendrisio;depic_med;0.0
Mendrisio;depic_spo;371.0
Mendrisio;depic_egl;0.0
Möhlin;depc_t;1709.0
Möhlin;depc_pat_cul;0.0
Möhlin;depc_cula;395.0
Möhlin;depc_med;0.0
Möhlin;depc_spo;1314.0
Möhlin;depc_egl;0.0
Möhlin;depic_t;0.0
Möhlin;depic_pat_cul;0.0
Möhlin;depic_cula;0.0
Möhlin;depic_med;0.0
Möhlin;depic_spo;0.0
Möhlin;depic_egl;0.0
Münchenbuchsee;depc_t;2154.0
Münchenbuchsee;depc_pat_cul;0.0
Münchenbuchsee;depc_cula;459.0
Münchenbuchsee;depc_med;23.0
Münchenbuchsee;depc_spo;1672.0
Münchenbuchsee;depc_egl;0.0
Münchenbuchsee;depic_t;912.0
Münchenbuchsee;depic_pat_cul;0.0
Münchenbuchsee;depic_cula;0.0
Münchenbuchsee;depic_med;0.0
Münchenbuchsee;depic_spo;912.0
Münchenbuchsee;depic_egl;0.0
Münchenstein;depc_t;2150.0
Münchenstein;depc_pat_cul;69.0
Münchenstein;depc_cula;336.0
Münchenstein;depc_med;0.0
Münchenstein;depc_spo;1746.0
Münchenstein;depc_egl;0.0
Münchenstein;depic_t;578.0
Münchenstein;depic_pat_cul;0.0
Münchenstein;depic_cula;0.0
Münchenstein;depic_med;0.0
Münchenstein;depic_spo;578.0
Münchenstein;depic_egl;0.0
Münsingen;depc_t;3297.0
Münsingen;depc_pat_cul;579.0
Münsingen;depc_cula;670.0
Münsingen;depc_med;44.0
Münsingen;depc_spo;2004.0
Münsingen;depc_egl;0.0
Münsingen;depic_t;840.0
Münsingen;depic_pat_cul;0.0
Münsingen;depic_cula;0.0
Münsingen;depic_med;0.0
Münsingen;depic_spo;840.0
Münsingen;depic_egl;0.0
Muri bei Bern;depc_t;3471.0
Muri bei Bern;depc_pat_cul;0.0
Muri bei Bern;depc_cula;799.0
Muri bei Bern;depc_med;138.0
Muri bei Bern;depc_spo;2534.0
Muri bei Bern;depc_egl;0.0
Muri bei Bern;depic_t;1027.0
Muri bei Bern;depic_pat_cul;0.0
Muri bei Bern;depic_cula;0.0
Muri bei Bern;depic_med;0.0
Muri bei Bern;depic_spo;1027.0
Muri bei Bern;depic_egl;0.0
Neuhausen am Rheinfall;depc_t;2416.0
Neuhausen am Rheinfall;depc_cula;411.0
Neuhausen am Rheinfall;depc_med;735.0
Neuhausen am Rheinfall;depc_spo;1270.0
Neuhausen am Rheinfall;depc_egl;0.0
Neuhausen am Rheinfall;depic_t;323.0
Neuhausen am Rheinfall;depic_pat_cul;0.0
Neuhausen am Rheinfall;depic_cula;0.0
Neuhausen am Rheinfall;depic_med;188.0
Neuhausen am Rheinfall;depic_spo;135.0
Neuhausen am Rheinfall;depic_egl;0.0
Oberwil (BL);depc_t;2338.0
Oberwil (BL);depc_pat_cul;85.0
Oberwil (BL);depc_cula;422.0
Oberwil (BL);depc_med;693.0
Oberwil (BL);depc_spo;1138.0
Oberwil (BL);depc_egl;0.0
Oberwil (BL);depic_t;148.0
Oberwil (BL);depic_pat_cul;0.0
Oberwil (BL);depic_cula;0.0
Oberwil (BL);depic_med;104.0
Oberwil (BL);depic_spo;44.0
Oberwil (BL);depic_egl;0.0
Oftringen;depc_t;745.0
Oftringen;depc_pat_cul;106.0
Oftringen;depc_cula;289.0
Oftringen;depc_med;0.0
Oftringen;depc_spo;350.0
Oftringen;depc_egl;0.0
Oftringen;depic_t;0.0
Oftringen;depic_pat_cul;0.0
Oftringen;depic_cula;0.0
Oftringen;depic_med;0.0
Oftringen;depic_spo;0.0
Oftringen;depic_egl;0.0
Payerne;depc_t;4064.0
Payerne;depc_pat_cul;1184.0
Payerne;depc_cula;374.0
Payerne;depc_med;0.0
Payerne;depc_spo;2507.0
Payerne;depc_egl;0.0
Payerne;depic_t;1596.0
Payerne;depic_pat_cul;775.0
Payerne;depic_cula;0.0
Payerne;depic_med;0.0
Payerne;depic_spo;822.0
Payerne;depic_egl;0.0
Pfäffikon;depc_t;3100.0
Pfäffikon;depc_pat_cul;426.0
Pfäffikon;depc_cula;520.0
Pfäffikon;depc_med;0.0
Pfäffikon;depc_spo;2153.0
Pfäffikon;depc_egl;0.0
Pfäffikon;depic_t;7.0
Pfäffikon;depic_pat_cul;0.0
Pfäffikon;depic_cula;0.0
Pfäffikon;depic_med;0.0
Pfäffikon;depic_spo;7.0
Pfäffikon;depic_egl;0.0
Plan-les-Ouates;depc_t;11649.0
Plan-les-Ouates;depc_pat_cul;2.0
Plan-les-Ouates;depc_cula;2859.0
Plan-les-Ouates;depc_med;110.0
Plan-les-Ouates;depc_spo;8672.0
Plan-les-Ouates;depc_egl;6.0
Plan-les-Ouates;depic_t;1174.0
Plan-les-Ouates;depic_pat_cul;0.0
Plan-les-Ouates;depic_cula;0.0
Plan-les-Ouates;depic_med;0.0
Plan-les-Ouates;depic_spo;1174.0
Plan-les-Ouates;depic_egl;0.0
Prilly;depc_t;5010.0
Prilly;depc_cula;769.0
Prilly;depc_med;41.0
Prilly;depc_spo;3742.0
Prilly;depc_egl;458.0
Prilly;depic_t;29.0
Prilly;depic_pat_cul;0.0
Prilly;depic_cula;0.0
Prilly;depic_med;0.0
Prilly;depic_spo;29.0
Prilly;depic_egl;0.0
Rheinfelden;depc_t;7705.0
Rheinfelden;depc_pat_cul;146.0
Rheinfelden;depc_cula;1360.0
Rheinfelden;depc_med;470.0
Rheinfelden;depc_spo;5729.0
Rheinfelden;depc_egl;0.0
Rheinfelden;depic_t;3558.0
Rheinfelden;depic_pat_cul;0.0
Rheinfelden;depic_cula;0.0
Rheinfelden;depic_med;0.0
Rheinfelden;depic_spo;3558.0
Rheinfelden;depic_egl;0.0
Richterswil;depc_t;1822.0
Richterswil;depc_pat_cul;7.0
Richterswil;depc_cula;326.0
Richterswil;depc_med;0.0
Richterswil;depc_spo;1489.0
Richterswil;depc_egl;0.0
Richterswil;depic_t;0.0
Richterswil;depic_pat_cul;0.0
Richterswil;depic_cula;0.0
Richterswil;depic_med;0.0
Richterswil;depic_spo;0.0
Richterswil;depic_egl;0.0
Risch;depc_t;4273.0
Risch;depc_pat_cul;0.0
Risch;depc_cula;1049.0
Risch;depc_med;0.0
Risch;depc_spo;3225.0
Risch;depc_egl;0.0
Risch;depic_t;2591.0
Risch;depic_pat_cul;0.0
Risch;depic_cula;138.0
Risch;depic_med;0.0
Risch;depic_spo;2453.0
Risch;depic_egl;0.0
Romanshorn;depc_t;3350.0
Romanshorn;depc_pat_cul;80.0
Romanshorn;depc_cula;319.0
Romanshorn;depc_med;57.0
Romanshorn;depc_spo;2894.0
Romanshorn;depc_egl;0.0
Romanshorn;depic_t;653.0
Romanshorn;depic_pat_cul;0.0
Romanshorn;depic_cula;0.0
Romanshorn;depic_med;0.0
Romanshorn;depic_spo;653.0
Romanshorn;depic_egl;0.0
Rüti (ZH);depc_t;1790.0
Rüti (ZH);depc_pat_cul;0.0
Rüti (ZH);depc_cula;959.0
Rüti (ZH);depc_med;0.0
Rüti (ZH);depc_spo;830.0
Rüti (ZH);depc_egl;0.0
Rüti (ZH);depic_t;13.0
Rüti (ZH);depic_pat_cul;0.0
Rüti (ZH);depic_cula;0.0
Rüti (ZH);depic_med;0.0
Rüti (ZH);depic_spo;13.0
Rüti (ZH);depic_egl;0.0
Sarnen;depc_t;3171.0
Sarnen;depc_pat_cul;205.0
Sarnen;depc_cula;329.0
Sarnen;depc_med;62.0
Sarnen;depc_spo;2574.0
Sarnen;depc_egl;1.0
Sarnen;depic_t;8.0
Sarnen;depic_pat_cul;0.0
Sarnen;depic_cula;0.0
Sarnen;depic_med;0.0
Sarnen;depic_spo;8.0
Sarnen;depic_egl;0.0
Spiez;depc_t;2286.0
Spiez;depc_pat_cul;0.0
Spiez;depc_cula;495.0
Spiez;depc_med;0.0
Spiez;depc_spo;1791.0
Spiez;depc_egl;0.0
Spiez;depic_t;0.0
Spiez;depic_pat_cul;0.0
Spiez;depic_cula;0.0
Spiez;depic_med;0.0
Spiez;depic_spo;0.0
Spiez;depic_egl;0.0
Spreitenbach;depc_t;1060.0
Spreitenbach;depc_pat_cul;0.0
Spreitenbach;depc_cula;346.0
Spreitenbach;depc_med;35.0
Spreitenbach;depc_spo;679.0
Spreitenbach;depc_egl;0.0
Spreitenbach;depic_t;111.0
Spreitenbach;depic_pat_cul;0.0
Spreitenbach;depic_cula;0.0
Spreitenbach;depic_med;0.0
Spreitenbach;depic_spo;111.0
Spreitenbach;depic_egl;0.0
Stäfa;depc_t;1700.0
Stäfa;depc_pat_cul;8.0
Stäfa;depc_cula;556.0
Stäfa;depc_med;0.0
Stäfa;depc_spo;1136.0
Stäfa;depc_egl;0.0
Stäfa;depic_t;45.0
Stäfa;depic_pat_cul;0.0
Stäfa;depic_cula;0.0
Stäfa;depic_med;0.0
Stäfa;depic_spo;45.0
Stäfa;depic_egl;0.0
Steinhausen;depc_t;3492.0
Steinhausen;depc_pat_cul;0.0
Steinhausen;depc_cula;735.0
Steinhausen;depc_med;0.0
Steinhausen;depc_spo;2757.0
Steinhausen;depc_egl;0.0
Steinhausen;depic_t;2541.0
Steinhausen;depic_pat_cul;0.0
Steinhausen;depic_cula;0.0
Steinhausen;depic_med;0.0
Steinhausen;depic_spo;2541.0
Steinhausen;depic_egl;0.0
Sursee;depc_t;2471.0
Sursee;depc_pat_cul;74.0
Sursee;depc_cula;907.0
Sursee;depc_med;6.0
Sursee;depc_spo;1483.0
Sursee;depc_egl;0.0
Sursee;depic_t;150.0
Sursee;depic_pat_cul;0.0
Sursee;depic_cula;40.0
Sursee;depic_med;0.0
Sursee;depic_spo;110.0
Sursee;depic_egl;0.0
Thônex;depc_t;7472.0
Thônex;depc_pat_cul;0.0
Thônex;depc_cula;791.0
Thônex;depc_med;125.0
Thônex;depc_spo;6555.0
Thônex;depc_egl;0.0
Thônex;depic_t;783.0
Thônex;depic_pat_cul;0.0
Thônex;depic_cula;0.0
Thônex;depic_med;0.0
Thônex;depic_spo;783.0
Thônex;depic_egl;0.0
Uzwil;depc_t;2967.0
Uzwil;depc_pat_cul;71.0
Uzwil;depc_cula;963.0
Uzwil;depc_med;0.0
Uzwil;depc_spo;1933.0
Uzwil;depc_egl;0.0
Uzwil;depic_t;53.0
Uzwil;depic_pat_cul;0.0
Uzwil;depic_cula;0.0
Uzwil;depic_med;0.0
Uzwil;depic_spo;53.0
Uzwil;depic_egl;0.0
Versoix;depc_t;7636.0
Versoix;depc_pat_cul;524.0
Versoix;depc_cula;1662.0
Versoix;depc_med;82.0
Versoix;depc_spo;5368.0
Versoix;depc_egl;0.0
Versoix;depic_t;1677.0
Versoix;depic_pat_cul;0.0
Versoix;depic_cula;0.0
Versoix;depic_med;0.0
Versoix;depic_spo;1677.0
Versoix;depic_egl;0.0
Villars-sur-Glâne;depc_t;3427.0
Villars-sur-Glâne;depc_pat_cul;0.0
Villars-sur-Glâne;depc_cula;2096.0
Villars-sur-Glâne;depc_med;0.0
Villars-sur-Glâne;depc_spo;1331.0
Villars-sur-Glâne;depc_egl;0.0
Villars-sur-Glâne;depic_t;24.0
Villars-sur-Glâne;depic_pat_cul;0.0
Villars-sur-Glâne;depic_cula;0.0
Villars-sur-Glâne;depic_med;0.0
Villars-sur-Glâne;depic_spo;24.0
Villars-sur-Glâne;depic_egl;0.0
Weinfelden;depc_t;4721.0
Weinfelden;depc_pat_cul;15.0
Weinfelden;depc_cula;815.0
Weinfelden;depc_med;0.0
Weinfelden;depc_spo;3891.0
Weinfelden;depc_egl;0.0
Weinfelden;depic_t;772.0
Weinfelden;depic_pat_cul;0.0
Weinfelden;depic_cula;0.0
Weinfelden;depic_med;0.0
Weinfelden;depic_spo;772.0
Weinfelden;depic_egl;0.0
Worb;depc_t;4205.0
Worb;depc_cula;507.0
Worb;depc_med;99.0
Worb;depc_spo;3599.0
Worb;depc_egl;0.0
Worb;depic_t;2343.0
Worb;depic_pat_cul;0.0
Worb;depic_cula;0.0
Worb;depic_med;0.0
Worb;depic_spo;2343.0
Worb;depic_egl;0.0
Zofingen;depc_t;4054.0
Zofingen;depc_pat_cul;35.0
Zofingen;depc_cula;1896.0
Zofingen;depc_med;0.0
Zofingen;depc_spo;2123.0
Zofingen;depc_egl;0.0
Zofingen;depic_t;138.0
Zofingen;depic_pat_cul;0.0
Zofingen;depic_cula;0.0
Zofingen;depic_med;0.0
Zofingen;depic_spo;138.0
Zofingen;depic_egl;0.0
Zollikofen;depc_t;2900.0
Zollikofen;depc_cula;907.0
Zollikofen;depc_med;797.0
Zollikofen;depc_spo;1197.0
Zollikofen;depc_egl;0.0
Zollikofen;depic_t;1162.0
Zollikofen;depic_pat_cul;0.0
Zollikofen;depic_cula;344.0
Zollikofen;depic_med;0.0
Zollikofen;depic_spo;818.0
Zollikofen;depic_egl;0.0
Zollikon;depc_t;7797.0
Zollikon;depc_pat_cul;215.0
Zollikon;depc_cula;553.0
Zollikon;depc_med;0.0
Zollikon;depc_spo;7029.0
Zollikon;depc_egl;0.0
Zollikon;depic_t;1194.0
Zollikon;depic_pat_cul;0.0
Zollikon;depic_cula;0.0
Zollikon;depic_med;0.0
Zollikon;depic_spo;1194.0
Zollikon;depic_egl;0.0
Altdorf (UR);depc_t;2236.0
Altdorf (UR);depc_pat_cul;59.0
Altdorf (UR);depc_cula;1469.0
Altdorf (UR);depc_med;6.0
Altdorf (UR);depc_spo;703.0
Altdorf (UR);depc_egl;0.0
Altdorf (UR);depic_t;543.0
Altdorf (UR);depic_pat_cul;0.0
Altdorf (UR);depic_cula;493.0
Altdorf (UR);depic_med;0.0
Altdorf (UR);depic_spo;51.0
Altdorf (UR);depic_egl;0.0
Appenzell;depc_t;1706.0
Appenzell;depc_pat_cul;6.0
Appenzell;depc_cula;57.0
Appenzell;depc_med;0.0
Appenzell;depc_spo;1643.0
Appenzell;depc_egl;0.0
Appenzell;depic_t;1075.0
Appenzell;depic_pat_cul;0.0
Appenzell;depic_cula;0.0
Appenzell;depic_med;0.0
Appenzell;depic_spo;1075.0
Appenzell;depic_egl;0.0
Arlesheim;depc_t;3023.0
Arlesheim;depc_pat_cul;111.0
Arlesheim;depc_cula;1086.0
Arlesheim;depc_med;0.0
Arlesheim;depc_spo;1826.0
Arlesheim;depc_egl;0.0
Arlesheim;depic_t;261.0
Arlesheim;depic_pat_cul;0.0
Arlesheim;depic_cula;254.0
Arlesheim;depic_med;0.0
Arlesheim;depic_spo;7.0
Arlesheim;depic_egl;0.0
Arosa;depc_t;1370.0
Arosa;depc_pat_cul;109.0
Arosa;depc_cula;193.0
Arosa;depc_spo;1068.0
Arosa;depc_egl;0.0
Arosa;depic_t;159.0
Arosa;depic_pat_cul;102.0
Arosa;depic_cula;0.0
Arosa;depic_spo;57.0
Arosa;depic_egl;0.0
Bussigny;depc_t;3805.0
Bussigny;depc_pat_cul;0.0
Bussigny;depc_cula;995.0
Bussigny;depc_med;1169.0
Bussigny;depc_spo;1459.0
Bussigny;depc_egl;182.0
Bussigny;depic_t;701.0
Bussigny;depic_pat_cul;0.0
Bussigny;depic_cula;0.0
Bussigny;depic_med;562.0
Bussigny;depic_spo;88.0
Bussigny;depic_egl;51.0
Chiasso;depc_t;7305.0
Chiasso;depc_pat_cul;1067.0
Chiasso;depc_cula;1728.0
Chiasso;depc_med;0.0
Chiasso;depc_spo;4489.0
Chiasso;depc_egl;20.0
Chiasso;depic_t;525.0
Chiasso;depic_pat_cul;36.0
Chiasso;depic_cula;55.0
Chiasso;depic_med;0.0
Chiasso;depic_spo;434.0
Chiasso;depic_egl;0.0
Crissier;depc_t;1666.0
Crissier;depc_pat_cul;19.0
Crissier;depc_cula;548.0
Crissier;depc_med;0.0
Crissier;depc_spo;950.0
Crissier;depc_egl;149.0
Crissier;depic_t;11.0
Crissier;depic_pat_cul;0.0
Crissier;depic_cula;0.0
Crissier;depic_med;0.0
Crissier;depic_spo;11.0
Crissier;depic_egl;0.0
Interlaken;depc_t;1424.0
Interlaken;depc_pat_cul;40.0
Interlaken;depc_cula;342.0
Interlaken;depc_med;0.0
Interlaken;depc_spo;1043.0
Interlaken;depc_egl;0.0
Interlaken;depic_t;120.0
Interlaken;depic_pat_cul;0.0
Interlaken;depic_cula;100.0
Interlaken;depic_med;0.0
Interlaken;depic_spo;20.0
Interlaken;depic_egl;0.0
La Neuveville;depc_t;1406.0
La Neuveville;depc_pat_cul;78.0
La Neuveville;depc_cula;220.0
La Neuveville;depc_med;461.0
La Neuveville;depc_spo;646.0
La Neuveville;depc_egl;0.0
La Neuveville;depic_t;0.0
La Neuveville;depic_pat_cul;0.0
La Neuveville;depic_cula;0.0
La Neuveville;depic_med;0.0
La Neuveville;depic_spo;0.0
La Neuveville;depic_egl;0.0
Moutier;depc_t;2040.0
Moutier;depc_pat_cul;258.0
Moutier;depc_cula;188.0
Moutier;depc_med;0.0
Moutier;depc_spo;1595.0
Moutier;depc_egl;0.0
Moutier;depic_t;33.0
Moutier;depic_pat_cul;0.0
Moutier;depic_cula;0.0
Moutier;depic_med;0.0
Moutier;depic_spo;33.0
Moutier;depic_egl;0.0
Murten;depc_t;2993.0
Murten;depc_pat_cul;409.0
Murten;depc_cula;818.0
Murten;depc_med;0.0
Murten;depc_spo;1766.0
Murten;depc_egl;0.0
Murten;depic_t;54.0
Murten;depic_pat_cul;39.0
Murten;depic_cula;0.0
Murten;depic_med;0.0
Murten;depic_spo;15.0
Murten;depic_egl;0.0
Peseux;depc_t;1370.0
Peseux;depc_pat_cul;3.0
Peseux;depc_cula;340.0
Peseux;depc_med;402.0
Peseux;depc_spo;559.0
Peseux;depc_egl;67.0
Peseux;depic_t;156.0
Peseux;depic_pat_cul;0.0
Peseux;depic_cula;0.0
Peseux;depic_med;156.0
Peseux;depic_spo;0.0
Peseux;depic_egl;0.0
Porrentruy;depc_t;4003.0
Porrentruy;depc_pat_cul;0.0
Porrentruy;depc_cula;954.0
Porrentruy;depc_med;0.0
Porrentruy;depc_spo;3048.0
Porrentruy;depc_egl;0.0
Porrentruy;depic_t;1572.0
Porrentruy;depic_pat_cul;0.0
Porrentruy;depic_cula;0.0
Porrentruy;depic_med;0.0
Porrentruy;depic_spo;1572.0
Porrentruy;depic_egl;0.0
Rorschach;depc_t;4741.0
Rorschach;depc_pat_cul;54.0
Rorschach;depc_cula;727.0
Rorschach;depc_med;0.0
Rorschach;depc_spo;3960.0
Rorschach;depc_egl;0.0
Rorschach;depic_t;935.0
Rorschach;depic_pat_cul;0.0
Rorschach;depic_cula;0.0
Rorschach;depic_med;0.0
Rorschach;depic_spo;935.0
Rorschach;depic_egl;0.0
St. Moritz;depc_t;14109.0
St. Moritz;depc_pat_cul;629.0
St. Moritz;depc_cula;965.0
St. Moritz;depc_med;0.0
St. Moritz;depc_spo;12514.0
St. Moritz;depc_egl;0.0
St. Moritz;depic_t;5156.0
St. Moritz;depic_pat_cul;244.0
St. Moritz;depic_cula;112.0
St. Moritz;depic_med;0.0
St. Moritz;depic_spo;4801.0
St. Moritz;depic_egl;0.0
Stans;depc_t;2261.0
Stans;depc_pat_cul;136.0
Stans;depc_cula;412.0
Stans;depc_med;104.0
Stans;depc_spo;1609.0
Stans;depc_egl;0.0
Stans;depic_t;912.0
Stans;depic_pat_cul;100.0
Stans;depic_cula;0.0
Stans;depic_med;0.0
Stans;depic_spo;812.0
Stans;depic_egl;0.0
Urdorf;depc_t;3325.0
Urdorf;depc_pat_cul;31.0
Urdorf;depc_cula;314.0
Urdorf;depc_med;0.0
Urdorf;depc_spo;2980.0
Urdorf;depc_egl;0.0
Urdorf;depic_t;0.0
Urdorf;depic_pat_cul;0.0
Urdorf;depic_cula;0.0
Urdorf;depic_med;0.0
Urdorf;depic_spo;0.0
Urdorf;depic_egl;0.0
Visp;depc_t;24576.0
Visp;depc_pat_cul;0.0
Visp;depc_cula;2770.0
Visp;depc_med;40.0
Visp;depc_spo;20670.0
Visp;depc_egl;1096.0
Visp;depic_t;20385.0
Visp;depic_pat_cul;0.0
Visp;depic_cula;1051.0
Visp;depic_med;0.0
Visp;depic_spo;19334.0
Visp;depic_egl;0.0
Zermatt;depc_t;5417.0
Zermatt;depc_pat_cul;334.0
Zermatt;depc_cula;574.0
Zermatt;depc_med;123.0
Zermatt;depc_spo;3873.0
Zermatt;depc_egl;512.0
Zermatt;depic_t;1112.0
Zermatt;depic_pat_cul;75.0
Zermatt;depic_cula;0.0
Zermatt;depic_med;0.0
Zermatt;depic_spo;1036.0
Zermatt;depic_egl;0.0
Zuchwil;depc_t;4396.0
Zuchwil;depc_pat_cul;24.0
Zuchwil;depc_cula;298.0
Zuchwil;depc_med;76.0
Zuchwil;depc_spo;3998.0
Zuchwil;depc_egl;0.0
Zuchwil;depic_t;3299.0
Zuchwil;depic_pat_cul;0.0
Zuchwil;depic_cula;0.0
Zuchwil;depic_med;0.0
Zuchwil;depic_spo;3299.0
Zuchwil;depic_egl;0.0
